,Order,Suborder,Family,Subfamily,Genus,Species,Genus_Species,Museum,SpecimenNumber,Sex,Stage,Gill_Presence,SVL_cm,SVL_mm,Mass_g,ED_left_mm,ED_right_mm,CD_left_mm,CD_right_mm,Measured_by
220,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,ochrophaeus,Desmognathus_ochrophaeus,CAS,5397,NA,NA,no,4.1,41,1.35,2.24,2.32,1.76,1.74,Nicole_Bednarik
221,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,ochrophaeus,Desmognathus_ochrophaeus,CAS,5381,NA,NA,no,4.4,44,1.71,2.15,2.25,1.59,1.85,Nicole_Bednarik
222,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Desmognathus_quadramaculatus,CAS,74159,NA,NA,no,7.1,71,6.95,3.91,4.12,2.81,3.03,Nicole_Bednarik
223,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Desmognathus_quadramaculatus,CAS,74160,NA,NA,no,6.6,66,5.06,3.64,3.66,2.71,2.58,Nicole_Bednarik
224,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Desmognathus_quadramaculatus,CAS,74158,NA,NA,no,6.8,68,6.07,3.47,3.65,2.2,2.45,Nicole_Bednarik
225,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina_eschscholtzii,CAS,66366,NA,NA,no,7.2,72,6.29,4.57,5.11,3.88,4.14,Nicole_Bednarik
226,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina_eschscholtzii,CAS,13846,NA,NA,no,8,80,9.42,5.22,5.33,4.01,4.12,Nicole_Bednarik
227,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina_eschscholtzii,CAS,13852,NA,NA,no,7.5,75,7.74,4.32,4.55,3.36,3.48,Nicole_Bednarik
228,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,bislineata,Eurycea_bislineata,CAS,235926,NA,NA,no,4.5,45,1.55,2.26,2.23,1.59,1.78,Nicole_Bednarik
229,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,bislineata,Eurycea_bislineata,CAS,235927,NA,NA,no,4.6,46,1.86,2.29,2.24,1.84,1.72,Nicole_Bednarik
230,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,bislineata,Eurycea_bislineata,CAS,235928,NA,NA,no,4.1,41,1.38,2.11,2.1,1.66,1.64,Nicole_Bednarik
231,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,cirrigera,Eurycea_cirrigera,CAS,8333,NA,NA,no,3.7,37,1.07,2.35,2.34,2,1.92,Nicole_Bednarik
232,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,cirrigera,Eurycea_cirrigera,CAS,8334,NA,NA,no,4.2,42,1.19,2.28,2.35,1.79,1.78,Nicole_Bednarik
233,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,cirrigera,Eurycea_cirrigera,CAS,14134,NA,NA,no,3.6,36,0.98,2.32,2.09,1.66,1.85,Nicole_Bednarik
234,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,guttolineata,Eurycea_guttolineata,CAS,11326,NA,NA,no,5.6,56,3.99,3.36,3.32,2.58,2.36,Nicole_Bednarik
235,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,guttolineata,Eurycea_guttolineata,CAS,11324,NA,NA,no,5.1,51,2.09,3.53,3.65,2.88,2.8,Nicole_Bednarik
236,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,guttolineata,Eurycea_guttolineata,CAS,11325,NA,NA,no,4.7,47,1.98,2.93,3.18,2.16,2.27,Nicole_Bednarik
237,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,261943,NA,NA,no,5.2,52,1.79,3.48,3.6,2.73,2.5,Nicole_Bednarik
238,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,207205,NA,adult,no,5.6,56,2.46,3.29,3.4,2.57,2.55,Nicole_Bednarik
239,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,207208,NA,adult,no,5.4,54,2.47,3.41,3.45,2.52,2.47,Nicole_Bednarik
240,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,207207,NA,adult,no,5.8,58,2.36,3.34,3.38,2.67,2.45,Nicole_Bednarik
241,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,64011,NA,NA,no,6,60,3.48,3.61,3.67,2.77,2.72,Nicole_Bednarik
242,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,93050,NA,NA,no,4.8,48,1.82,2.82,3.48,2.15,2.33,Nicole_Bednarik
243,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,6790,NA,NA,no,4.7,47,1.28,3.04,2.98,2.3,2.32,Nicole_Bednarik
244,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,lucifuga,Eurycea_lucifuga,CAS,2185,NA,NA,no,6.1,61,1.85,4.15,3.98,3.07,3.21,Nicole_Bednarik
245,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,lucifuga,Eurycea_lucifuga,CAS,2186,NA,NA,no,6.1,61,1.39,3.49,3.63,2.23,2.8,Nicole_Bednarik
246,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,lucifuga,Eurycea_lucifuga,CAS,60,NA,NA,no,6.1,61,2.5,3.32,3.47,2.33,2.15,Nicole_Bednarik
247,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,nana,Eurycea_nana,CAS,15471,NA,NA,yes,2.9,29,0.36,NA,NA,1.15,1.15,Nicole_Bednarik
248,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,nana,Eurycea_nana,CAS,15474,NA,NA,yes,2.6,26,0.32,NA,NA,1.1,1.17,Nicole_Bednarik
249,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,nana,Eurycea_nana,CAS,15470,NA,NA,yes,2.4,24,0.25,NA,NA,1,1,Nicole_Bednarik
250,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,neotenes,Eurycea_neotenes,NHMUK/BMNH,1957.1.7.88,NA,NA,yes,3.547,35.47,1.1,NA,NA,1.21,1.43,KatieThomas_JeffreyStreicher
251,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,neotenes,Eurycea_neotenes,NHMUK/BMNH,1957.1.7.89,NA,NA,yes,3.589,35.89,1.1,NA,NA,1.64,1.89,KatieThomas_JeffreyStreicher
252,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,quadridigitata,Eurycea_quadridigitata,CAS,14136,NA,NA,no,2.9,29,0.44,1.97,1.66,1.55,1.33,Nicole_Bednarik
253,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,quadridigitata,Eurycea_quadridigitata,CAS,14137,NA,NA,no,2.7,27,0.38,1.78,1.68,1.41,1.41,Nicole_Bednarik
254,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,quadridigitata,Eurycea_quadridigitata,CAS,14138,NA,NA,no,3.1,31,0.44,1.92,1.92,1.7,1.55,Nicole_Bednarik
255,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,rathbuni,Eurycea_rathbuni,CAS,1641,NA,NA,yes,5.1,51,2.02,NA,NA,0.55,0.54,Nicole_Bednarik
256,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,rathbuni,Eurycea_rathbuni,CAS,85009,NA,NA,yes,5.5,55,3.01,NA,NA,0.75,0.61,Nicole_Bednarik
257,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,rathbuni,Eurycea_rathbuni,CAS,96167,NA,NA,yes,4.2,42,1.3,NA,NA,0.62,0.62,Nicole_Bednarik
258,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,tynerensis,Eurycea_tynerensis,CAS,74233,NA,NA,no,4,40,1.1,1.91,1.93,1.4,1.34,Nicole_Bednarik
259,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,tynerensis,Eurycea_tynerensis,CAS,74234,NA,NA,no,4.1,41,0.97,1.68,1.79,1.18,1.24,Nicole_Bednarik
260,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,wilderae,Eurycea_wilderae,CAS,6867,NA,NA,no,3.2,32,0.68,1.87,1.89,1.52,1.48,Nicole_Bednarik
261,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,wilderae,Eurycea_wilderae,CAS,6869,NA,NA,no,3.8,38,0.93,2.09,2.1,1.58,1.65,Nicole_Bednarik
262,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,wilderae,Eurycea_wilderae,CAS,6878,NA,NA,no,3.6,36,0.77,1.97,2.02,1.43,1.62,Nicole_Bednarik
263,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Gyrinophilus,porphyriticus,Gyrinophilus_porphyriticus,CAS,173616,NA,adult,no,9.8,98,18.7,4.2,4.43,2.7,2.98,Nicole_Bednarik
264,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Gyrinophilus,porphyriticus,Gyrinophilus_porphyriticus,CAS,261920,NA,NA,no,8.3,83,9.47,4.19,4.25,2.83,2.82,Nicole_Bednarik
265,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Hemidactylium,scutatum,Hemidactylium_scutatum,CAS,56730,female,NA,no,3.7,37,0.77,2.23,2.41,1.71,1.68,Nicole_Bednarik
266,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Hemidactylium,scutatum,Hemidactylium_scutatum,CAS,56727,female,NA,no,3.6,36,0.73,2.21,2.48,1.54,1.88,Nicole_Bednarik
267,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Hemidactylium,scutatum,Hemidactylium_scutatum,CAS,56728,female,NA,no,3.7,37,0.87,2.33,2.34,1.57,1.65,Nicole_Bednarik
268,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,ambrosii,Hydromantes_ambrosii,MVZ,215963,female,adult,no,5.7,57,3.65,4.23,4.13,3.24,3.24,Nicole_Bednarik
269,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,ambrosii,Hydromantes_ambrosii,MVZ,215965,female,adult,no,6.1,61,3.72,4.27,4.13,3.36,3.11,Nicole_Bednarik
270,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,ambrosii,Hydromantes_ambrosii,MVZ,215964,male,adult,no,5.9,59,3.18,4.06,4.35,2.99,3.16,Nicole_Bednarik
271,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,brunus,Hydromantes_brunus,CAS,55933,NA,adult_juv,no,6.4,64,3.5,4.23,4.46,2.86,2.83,Nicole_Bednarik
272,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,brunus,Hydromantes_brunus,MVZ,201230,NA,adult_juv,no,6.6,66,2.96,4.61,4.65,3.18,2.66,Nicole_Bednarik
273,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,imperialis,Hydromantes_imperialis,NHMUK/BMNH,1998.95,NA,NA,no,6.605,66.05,4.5,4.89,4.85,3.61,3.85,KatieThomas_JeffreyStreicher
274,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,imperialis,Hydromantes_imperialis,NHMUK/BMNH,1998.96,NA,NA,no,5.705,57.05,3.7,4.13,4.37,3.6,3.41,KatieThomas_JeffreyStreicher
275,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,italicus,Hydromantes_italicus,MVZ,65412,NA,adult_juv,no,6.2,62,3.82,3.91,3.74,3.19,2.73,Nicole_Bednarik
276,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,italicus,Hydromantes_italicus,MVZ,178795,NA,adult_juv,no,6.4,64,2.75,4.64,4.32,3.17,3.11,Nicole_Bednarik
277,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,italicus,Hydromantes_italicus,MVZ,176567,NA,adult_juv,no,5.7,57,2.76,4.24,4.09,3.44,3.41,Nicole_Bednarik
278,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,platycephalus,Hydromantes_platycephalus,CAS,2215,NA,NA,no,5.2,52,2.16,3.9,3.7,2.43,2.67,Nicole_Bednarik
279,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,platycephalus,Hydromantes_platycephalus,CAS,2210,NA,NA,no,5.2,52,2.15,3.71,3.89,2.65,2.75,Nicole_Bednarik
280,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,platycephalus,Hydromantes_platycephalus,CAS,2239,NA,NA,no,6,60,2.52,3.72,4.17,2.99,3.04,Nicole_Bednarik
281,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,albagula,Plethodon_albagula,CAS,15478,NA,NA,no,6.3,63,3.35,3.49,3.7,2.45,2.57,Nicole_Bednarik
282,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,albagula,Plethodon_albagula,CAS,15477,NA,NA,no,6.5,65,4.02,3.36,3.63,2.32,2.76,Nicole_Bednarik
283,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,albagula,Plethodon_albagula,CAS,15476,NA,NA,no,5.2,52,1.81,3.18,2.98,2.23,2.37,Nicole_Bednarik
284,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,Plethodon_cinereus,CAS,4081,NA,NA,no,4.3,43,0.82,1.94,2.05,1.49,1.43,Nicole_Bednarik
285,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,Plethodon_cinereus,CAS,4084,NA,NA,no,4.3,43,0.89,2.44,2.33,1.68,1.44,Nicole_Bednarik
286,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,Plethodon_cinereus,CAS,4077,NA,NA,no,4.1,41,0.86,1.97,1.88,1.54,1.41,Nicole_Bednarik
287,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,dunni,Plethodon_dunni,CAS,4761,NA,adult,no,6.4,64,3.59,3.26,3.18,2.33,2.57,Nicole_Bednarik
288,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,dunni,Plethodon_dunni,CAS,4772,NA,adult,no,6.3,63,3.81,3.18,3.25,2.11,2.07,Nicole_Bednarik
289,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,dunni,Plethodon_dunni,CAS,4769,NA,adult,no,6.3,63,3.28,2.88,2.88,2.25,2.24,Nicole_Bednarik
290,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,Plethodon_elongatus,CAS,80050,NA,NA,no,6.2,62,2.88,2.79,2.65,1.83,1.95,Nicole_Bednarik
291,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,Plethodon_elongatus,CAS,80052,NA,NA,no,6.3,63,2.52,2.83,2.91,1.82,1.82,Nicole_Bednarik
292,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,Plethodon_elongatus,CAS,80051,NA,NA,no,5.8,58,2.32,2.77,2.6,1.73,1.83,Nicole_Bednarik
293,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,Plethodon_glutinosus,CAS,5120,NA,adult,no,7.6,76,7.06,3.76,3.96,2.94,3.27,Nicole_Bednarik
294,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,Plethodon_glutinosus,CAS,5121,NA,adult,no,7.1,71,6.65,4.14,4.01,3.17,3.01,Nicole_Bednarik
295,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,Plethodon_glutinosus,CAS,5122,NA,adult,no,7.5,75,6.78,3.96,4.05,3.02,2.89,Nicole_Bednarik
296,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,idahoensis,Plethodon_idahoensis,CAS,178922,NA,adult,no,5,50,1.6,3.13,3.23,2.3,2.35,Nicole_Bednarik
297,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,idahoensis,Plethodon_idahoensis,CAS,178923,NA,adult,no,5.3,53,1.46,3.03,3.27,2.38,2.47,Nicole_Bednarik
298,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,idahoensis,Plethodon_idahoensis,CAS,178918,NA,adult,no,5,50,1.4,3.23,3.14,2.37,2.51,Nicole_Bednarik
299,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,jordani,Plethodon_jordani,CAS,49134,NA,NA,no,5.2,52,3.29,3.43,3.6,2.39,2.65,Nicole_Bednarik
300,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,jordani,Plethodon_jordani,CAS,49133,NA,NA,no,5.9,59,3.61,3.82,3.81,2.81,2.77,Nicole_Bednarik
301,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,jordani,Plethodon_jordani,CAS,17764,NA,NA,no,5.8,58,2.41,3.1,3.37,2.53,2.52,Nicole_Bednarik
302,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,Plethodon_vehiculum,CAS,3763,NA,adult,no,5.3,53,1.98,2.54,2.83,1.92,1.96,Nicole_Bednarik
303,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,Plethodon_vehiculum,CAS,3764,NA,adult,no,5,50,1.47,2.64,2.42,1.94,2.01,Nicole_Bednarik
304,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,Plethodon_vehiculum,CAS,3765,NA,adult,no,4.7,47,1.65,2.59,2.61,1.93,1.96,Nicole_Bednarik
305,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Pseudotriton,montanus,Pseudotriton_montanus,CAS,261919,NA,,no,5.7,57,2.67,2.78,2.95,1.95,2.34,Nicole_Bednarik
306,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Pseudotriton,ruber,Pseudotriton_ruber,CAS,210420,NA,adult,no,5.8,58,2.58,3.22,3.48,2.38,2.26,Nicole_Bednarik
307,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Pseudotriton,ruber,Pseudotriton_ruber,CAS,174273,NA,adult,no,7.2,72,9.13,3.16,3.34,1.99,2.18,Nicole_Bednarik
308,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Pseudotriton,ruber,Pseudotriton_ruber,CAS,210420,NA,adult,no,6.9,69,2.58,2.82,3.43,2.13,2.08,Nicole_Bednarik
309,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Stereochilus,marginatus,Stereochilus_marginatus,MVZ,129636,NA,adult_juv,no,5.7,57,4.85,1.95,1.73,1.58,1.35,Nicole_Bednarik
310,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Stereochilus,marginatus,Stereochilus_marginatus,MVZ,129639,NA,adult_juv,no,4.2,42,1.5,1.78,1.88,1.19,1.38,Nicole_Bednarik
311,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Thorius,boreas,Thorius_boreas,CAS,87298,NA,NA,no,3.1,31,0.49,1.59,1.48,1.29,0.86,Nicole_Bednarik
312,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Thorius,pennatulus,Thorius_pennatulus,CAS,136625,NA,NA,no,1.9,19,0.22,1.6,1.5,1.05,1.12,Nicole_Bednarik
313,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Thorius,pennatulus,Thorius_pennatulus,CAS,136626,NA,NA,no,1.9,19,0.22,1.44,1.53,0.82,1.12,Nicole_Bednarik
314,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Thorius,pennatulus,Thorius_pennatulus,CAS,136627,NA,NA,no,1.9,19,0.21,1.14,1.23,0.91,0.87,Nicole_Bednarik
315,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,alabamensis,Necturus_alabamensis,CAS,13381,NA,NA,yes,11.2,112,27.77,NA,NA,2.51,2.68,Nicole_Bednarik
316,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,beyeri,Necturus_beyeri,CAS,5021,male,NA,yes,11.3,113,28.5,NA,NA,2.71,2.83,Nicole_Bednarik
317,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,beyeri,Necturus_beyeri,CAS,5022,female,NA,yes,12.7,127,34.22,NA,NA,2.92,2.79,Nicole_Bednarik
318,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,lewisi,Necturus_lewisi,MVZ,166103,male,adult,yes,15.6,156,46,NA,NA,3.46,3.62,Nicole_Bednarik
319,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,lewisi,Necturus_lewisi,MVZ,166104,female,adult,yes,15.7,157,66,NA,NA,3.51,3.4,Nicole_Bednarik
320,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,lewisi,Necturus_lewisi,MVZ,166105,male,adult,yes,14.4,144,44,NA,NA,2.91,2.99,Nicole_Bednarik
321,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,maculosus,Necturus_maculosus,MVZ,173485,NA,adult,yes,20.8,208,92,NA,NA,3.86,3.36,Nicole_Bednarik
322,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,maculosus,Necturus_maculosus,MVZ,173486,NA,adult,yes,21.3,213,106,NA,NA,5.07,4.33,Nicole_Bednarik
323,Caudata,Salamandroidea,Proteidae,Necturinae,Necturus,maculosus,Necturus_maculosus,MVZ,198676,NA,adult,yes,21,210,168,NA,NA,3.99,4.49,Nicole_Bednarik
324,Caudata,Salamandroidea,Proteidae,Proteinae,Proteus,anguinus,Proteus_anguinus,NHMUK/BMNH,1940.4.22.10,NA,NA,yes,18.51,185.1,29,NA,NA,NA,NA,KatieThomas_JeffreyStreicher
325,Caudata,Salamandroidea,Proteidae,Proteinae,Proteus,anguinus,Proteus_anguinus,NHMUK/BMNH,1940.4.22.11,NA,NA,yes,16.17,161.7,25,NA,NA,NA,NA,KatieThomas_JeffreyStreicher
326,Caudata,Salamandroidea,Rhyacotritonidae,NA,Rhyacotriton,cascadae,Rhyacotriton_cascadae,CAS,4929,NA,NA,no,5.7,57,1.77,3.34,3.44,2.5,2.47,Nicole_Bednarik
327,Caudata,Salamandroidea,Rhyacotritonidae,NA,Rhyacotriton,cascadae,Rhyacotriton_cascadae,CAS,4931,NA,NA,no,4.7,47,1.49,3.19,3.36,2.15,2.43,Nicole_Bednarik
328,Caudata,Salamandroidea,Rhyacotritonidae,NA,Rhyacotriton,cascadae,Rhyacotriton_cascadae,CAS,4914,NA,NA,no,4.2,42,1.28,3.29,3.19,2.32,2.27,Nicole_Bednarik
